Insult,Date,Comment
0,,"""The American commerce system runs sex. It's used sell everything condoms condominiums. You'd think, party Big Business, would recognize try kill golden goose, (or choke golden chicken, were.)"""
1,20120320192346Z,"""your fucking toolbag. Why think menu? So order fucking make, modify shit like sort royal prince creating masterpiece. Your paying meal really, paying Darden INC. pay me, talk fuckin ugly ass. Your ""meal"" eating worth 1/8 paying it. The rest cooks I deal you. I dont get people think sort entitlement. Your baboon, eating fast food joint chunky jerk! And I pissed salad! How like breadsticks"""
0,20120529154712Z,"""I know thanks pulling them."""
0,20120529144344Z,"""What suggest."""
1,20120320063841Z,"""O.o fucks post board retarded. The Waste fucking awesome! And show sick! Fucking internet troll pricks."""
0,20120610130808Z,"""sakuras little fake bitch. love seeing hinata naruto together."""
0,20120502133834Z,"""When die hair still grows couple months."""
0,,"""@Afrika Bambaataa @skywaker9 (David) Portland win 10."""
1,20120620150142Z,"""LOL!!!! Read ENTIRE paper REIDtard. Typical poorly educated LIBIDIOT."""
0,20120620054951Z,"""How would prove citizen?\n\nA Birth Certificate?"""
1,20120609210158Z,"""and MORON."""
0,20120612034842Z,"""Fox Isn't required provide Blog Spot Anyone....It's Option choose...."""
0,20120619052204Z,"""LOL, choose use alternate path health care paying mortician sooner I."""
0,20120528225143Z,"""Mittens? How old you?"""
0,20120619203039Z,"""Okay, I kinda understand better/ So, military Islamic law new President wants lessen that?"""
0,20120529013409Z,"""If ask, never know."""
0,20120618200107Z,"""@TheFandangler\xa0Yep. I never mentioned Penguins all. Not once. In entire post."""
0,20120527182331Z,"""""KEVIN DURANT IS TOO SKINNY""\n\nSHAQ"""
0,20120620170959Z,"""many pretty good first last year. make many throws first. thats weak point. great catching ball. main job first."""
0,20120528220105Z,"""Well, ""all eternity"" stretching bit... future inhabitants (if still read) puzzling broken stones, wondering, ""Who Zhark Elvas Priestley, Elmer Schmurd followed him?"""""
1,20120611051450Z,"""Victor Moore one dumb ass writher smoking bad crack. WTF suck hawks nock NINERS. WTF. dude buy good coke. Stay bad shit...DUDE hanging Bobby Brown. Dang...."""
1,20120320190105Z,"""lmao oh yeah? please tell fuck i'd ""rigging polls faggot"". maybe ass dumb youd think ways get people vote shitty music 5/5. heres two apparently working: make event facebook directions vote, message online people facebook personally tell vote. come buddy put brain work maybe charlie sheening too..smh"""
0,20120619220817Z,"""just follow CAP words find way.\ngp53132 standing AT roadside HOT sun waiting MAIL .COMe bringing new friends group."""
0,20120530150729Z,"""Dilfer > Marino\n* sarcasm alert"""
0,20120619211753Z,"""Yeah here. \xa0He seriously turns fuck everytime I watch one videos."""
0,20120620133251Z,"""I point Observer - like I responded YOU chose start name calling ie. ""moron"" wonder everyone disrespectful......... It starts us monitor ourselves"""
0,20120619182618Z,"""my family maine since 1700s\xa0 care choose sides see ""real"" mainers are?\nand trash? usually trash (and uneducated) that\xa0 abysmal spellers"""
0,20120529100821Z,"""Yep, pretty std liberals. \xa0When they've shown wrong, insults start flowing. \xa0When happens, confirms I'm right wrong."""
0,20120620021706Z,"""OMG! SO FUCKING STOKED!"""
0,20120611222754Z,"""What very\xa0fulfilling life 33 - trolling teams' sites talk trash."""
0,20120619061117Z,"""#FuckTrolls"""
0,20120618211412Z,"""I also havee objection MY MONEY used offset THEIR POLLUTION. Fuckwits."""
1,20120620000203Z,"""LOL failed well....People need learn stop correcting others minimal grammatical error considered irrelevant, because, seen lack ""be"" ""\nso would easier"", make mistakes, humans, regular individuals give importance typing correctly internet, unless super grammar nazi."""
0,,"""I'm longing secular humanist President."""
0,20120610215336Z,"""Respectfully, I think wrong Alain. It genetic. If physiological traits determined race, far-fetched notion psychological/intelligence traits (IQ, future-time orientation, delayed gratification) also genetically predetermined?\n\nLet's cut horseshit. 20th Century.....\n\nWASPs = civilization, art, literature, science\n\nAsians\xa0 = civilization, art, literature, science \n\nNegroids = primitive tribal culture, still living mud huts, written language"""
0,20120619194251Z,"""Obama care Latinos, votes."""
0,20120620173423Z,"""Can upgrade ram change battery yourself?"""
0,20120527211339Z,"""Thank you, AGuyCommenting, kind response."""
0,20120527195236Z,"""You wife never cried first child arrived then?"""
0,20120611222837Z,"""doug, side lost race throw patriot n order placate hundreds union thugs. \xa0 get it."""
0,20120619234331Z,"""Self defense? That little girl must pack mean punch!"""
0,20120612015524Z,"""because civilized that...mostly"""
0,20120528003604Z,"""Very true, Mel...very true. Loyal END...lol"""
1,20120320191946Z,"""you truely dumb*** hilly never said great said #8 time stupid aint you."""
1,20120619202508Z,"""schoolswot\n\nNo smug idiot left wing hypocrites I despise. It unfortunate many about."""
0,20120619062644Z,"""I know, listen way! You ever get grasp things God seek Him out...it's waste time. God hidden things foll says heart ""there God""! I argue fool!"""
0,,"""Wenger cos ever trophy players buy, team (just players brought in) impressive ZERO trophies. Proof pudding say.\\n\\nAs Henry, semi-decent player arrogance surpassed ego! He's best!\\n\\nPlease mind gap Woolwich!"""
0,,"""I'm probably cynical minny but, guitar start split second moves fingers?\\n\\n """
0,20120619144942Z,"""Good you. I hope realize BC miss you. You consider making ever permament home."""
0,20120502170302Z,"""Are serious?"""
0,,"""In Thailand, Iranian blew legs but\\xc2\\xa0didn't harm Israelis.\\xc2\\xa0 Is example Iran's\\xc2\\xa0military might?\\xc2\\xa0\\xc2\\xa0In end, Iranians blow legs country."""
0,20120502154826Z,"""jacc: What branch in?"""
0,,"""i know u give best liverpool suarez. worry, liverpudlian always support you. You'll never walk alone.\\n\\nAnd I believe u rock old trafford. God Bless U ."""
1,,"""oh god!!! grow sad little loser!!!!"""
0,20120619024539Z,"""Actually, going need one."""
0,20120619145738Z,"""You lucky take child...you would still fighting system get back!\xa0 IT really broken, needs emptied revamped-\xa0 sooner better"""
0,20120619002848Z,"""Holder lying sob want, congress...."""
0,20120619001933Z,"""banks are, general, fucked."""
0,20120529003302Z,"""Ummmm... Heat run sets offense, talking about? They suck donkey balls halfcourt don't."""
0,,"""Nice video, looks like used Animoto that."""
1,20120529051327Z,"""so sad idiot. Ray one best pure shooters... dumb"""
0,20120528160442Z,"""He sign contract requiring (like others) sing national anthem first place."""
0,20120530050141Z,"""El mejor equipo perdio esta noche, hermano"""
0,,"""One Santorum's goals president would annul previous gay marriage ban insurance companies covering contraception. Are priorities unemployed Americans?"""
0,20120530101329Z,"""Here is, again, answer:\n\nWhat makes think founding fathers wanted America theocracy? And think did, want go original design America make one?"""
0,20120610123218Z,"""that's always excuse ""maybe wonderfuls fandom"" mean can't accept every fandom crazy ones, seen f(x) earlier articles. yes rude."""
1,20120503001311Z,"""No, ike said earlier, Sir A S S"""
0,20120619091734Z,"""Workin that. Apparently can't trust jokers power now, Congress, courts, Chief"""
0,20120530140057Z,"""Mitt: I created 100,000 jobs.\n\nMitt: I created thousands jobs.\n\nMitt: I created net-plus jobs."""
0,20120620042904Z,"""You mean like post. You read column..."""
0,20120609205559Z,"""Ha! I prefer something polar ice cap region.\n\nBTW, Welcome back."""
0,20120514051023Z,"""Really #1? You oldest sign side down!"""
0,20120530020229Z,"""depends mean IT, can't make assumptions, could weird fetishes"""
0,,"""@MyLastSuckenade@David Look, tired, take nap. I really care fagged are."""
1,20120620090924Z,"""it's fucking fake drama queen!"""
0,,"""We problem using federal troops The Posse Comitatus Act, United States federal law (18 U.S.C. \\xc2\\xa7 1385). A bigger problem Obama regime give a.rat's.ass border."""
1,20120610063403Z,"""who da fuk calling adumbas pussy.... you'r probully negro big ass lips big ass nose."""
0,20120610085708Z,"""I sorry Mr Ramsey, race card declined - limit."""
0,20120528192009Z,"""Spot on! The whole thing hangs perpetuating human fear death. Without that, need superstitions, mumbojumbo, christcult b/s."""
0,20120619045722Z,"""But are...."""
0,20120610060056Z,"""If thing, make it."""
1,20120611201138Z,"""STFU ignorant communist puke.."""
0,,"""@Kick Ass @firenze_30fps \\\\n\\\\nAflack, Hijack, you?"""
0,,"""he ain't nothing hound dog"""
1,20120502113026Z,"""Nnamdi chuwkwu \xa0nothing dick sucker wish i'm BOKO.. bomb generation.. .you need relocate ZOO"""
1,20120620030729Z,"""yes, moron!"""
0,,"""Me husband found hard first moved abroad - different language, different culture. It took year start make friends we've never looked back."""
0,20120620075152Z,"""Holy shit I know could freeze .gif like that. And I agreeing lack animation better."""
1,20120609210416Z,"""That girl kinda look cock eye'd ok I'd fuck till shit turnt straight"""
1,20120320200522Z,"""Stick ass-faggot. \n\nyou get another FLAG!!!!!"""
0,,"""@ABXXV25 Yeah, I've following along. Just wanted make sure knew."""
0,20120619184336Z,"""RAW???? WTF dude pussy puts tampons mouth month. Pharell real skater poser trying get paid. Nigel pussy NYC knows BMX knows I put Sean Ricany lame nigga anyday. Nigel scared move NYC Blackman got shook FUCK NIGEL"""
0,20120620143850Z,"""@Legendary_dork\xa0nope players lost game, durant needs get midpost game excuses way hard get ball."""
0,20120611175702Z,"""On gray canvas, white letters could write: You sunshine (yellow colored) make happy (yellow colored) skies grey..idk?"""
0,20120609184000Z,"""please tell satire..."""
0,20120514051104Z,"""Yay got time :)"""
0,,"""@MRL731 @ikathyv Totes."""
0,,"""Good write up, \\nthink north caused us. They ones who's quick \\nto rally round despite evil hearts devices. On \\nmonday, two muslims sentenced death hanging murdering fellow\\n moslem, Almajiris could comment Mustapha deserves \\nnot die. Meaning: The Yoruba Muslim relevant long \\nnot Hausa-Fulani; Mustapha killed relevant since \\nnot Hausa-Fulani even Muslims. Please remind - How many \\nnorthern leader elite raised voice despicable, \\ndivisive, corrupt horrible governments IBB Abacha broke \\nNigeria's virginity destroyed innocence? None, I suppose. As \\nlong Hausa-Fulani, wrong! However, \\nnot say I get points. When Tambuwal \\neasterners plotted Yoruba speaker ship trampled \\nidea change senate leadership since still North/Easterner\\n thing, GEJ never gave hoot. 4geting soon Yorubas \\n(Bakare co) protested insisted Jonathan made acting \\npresident. He also forgot Yoruba-man (Obasanjo) took bullets\\n vests emerge president \\npower-deprived northern gluttons would easily devoured him. \\nIt's convenient forget, waiting. Waiting... I know \\nit take long even easterners begin \\n'marginalisation' song again. And then, re-tell \\nstory."""
0,20120610153915Z,"""""So saying thing?\xa0 I'm saying wealthy pay \ntaxes, higher marginal rate, that's all.\xa0 It redistribution \nof wealth, redistribution wealth I pay \nfederal taxes NH NH gets less back residents pay \ntaxes,whereas poor righwing redneck southerners get back \npay less productive us less healthy \nus.""\n\nYou want FAIR tax system? Try idea;\n\nA FLAT 18% income tax individuals corporations. NO DEDUCTIONS, LOOPHOLES, etc.\nINDIVIDUALS:\nGet generous $10K personal exemption per taxpayer, $5K per dependent. THATS IT! \n\nSo fam. 4, parents work, $50K income, exempt $30K, pay 18% remaining $20K, tax bill $3,600 EFFECTIVE tax rate 7.2%\n\nSo fam. 4, parents work, $150K income, exempt $30K, pay 18% \nremaining $120K, tax bill $21,600 EFFECTIVE tax rate 14.4%\n\nSo fam. 3, Dad works, $1M income, exempt $20K, pay 18% \nremaining $980K, tax bill $176,400 EFFECTIVE tax rate 17.64%\n\nCORPORATIONS:\nPay 18% net operating income. They get exempt ONLY direct costs production.\n\nThe best part plan REVENUE NEUTRAL INCLUDING FICA TAXES!"""
1,20120320193306Z,"""Your Teabilly slutchild ignorant mother.\nYou people trailer trash America."""
0,20120529142232Z,"""You guys awesome slate games year far whole smack talk thing go. Aside divisional games, get rematches Giants, Lions, Saints. Plus Packer/Niner game never happened last year."""
0,20120529003340Z,"""And\xa0 cover wallet."""
1,20120620135211Z,"""While syntax fine, spelling drug-addled."""
0,,"""@PluckyInKY @hoconnor208 @kenmor Let flood airwaves lies.Ask californian frakking annoyed hearing Meg Whitman's lies 24/7 I kid not. You could turn TV Radio without hearing lies. Jerry Brown still smashed corporate whore sent home crying."""
0,20120618192213Z,"""damn vince shit dont ever go right you."""
0,20120515125014Z,"""There fine line disliking someone going way actively belittle harass someone dislike them. You're allowed dislike people, dislike someone point submitting disgusting confessions - i.e., saying doubt they'd snort someone's semen - that's pretty fucking heinous, makes better person dislike.\n\nIn event, OP, required like everyone, I think feel bad disliking InRavenclaw. You feel bad submit kinds confessions people submitting."""
1,,"""dick face u would shit fake ass """
0,20120610114905Z,"""I love new attitude right...we need put health first like children. So proud you!!!"""
0,,"""The battle cry believer is, ""In God trust"".\\nGod two minds, marching orders set Bible.\\xc2\\xa0 Yes, people ""liberal"" today 20 years ago.\\xc2\\xa0 My personal odyssey liberal conservative goes tide I believe things get worse get better.\\xc2\\xa0 I don\\'t care atheists think me.\\nLike secular humanist today, I completely naive Islam Islamic revolution Iran (1979) reports began filter general public arrests, torture execution left supported regime.\\nThere one Spirit Truth.\\nFalse prophets religions deceive people time-and-time I believe Jesus Christ Bible man.\\nAcross America millions people believe God accept foolish laws man.\\nHomosexuality, abortion, pornography crimes.\\nAnd biggest criminal so-called president USA, Barack Hussein Obama.\\nHe natural born citizen (Vattel\\'s Law Nations, 1758) Supreme Court clearly defined natural born citizen citizen two American parents.\\xc2\\xa0 Therefore eligible president - entire political judicial system ignore truth matter me.\\nGod bless America - pass ammunition.\\nAs Patrick Henry said, ""Give liberty give death!""\\nThe liberal corporate elite rules America plain old fascism - whore Satan - faithful church bride Christ.\\nWe shall never surrender!"""
